126:127C,127N:128N,127N:127C,126:128N,126:128C,127N:129C,127N:128C,126:129N,128C:129C,129N:130N,129N:129C,128C:130N,accession_number,numPepsUnique,accession_numbers,entry_name,FBgn,flybase,plasma membrane,membrane,cytosol,nucleus,mitochondria
-0.5925,-0.512,-0.6905,-0.452,-0.591,-0.326,-0.658,0.0145,0.287,-0.967,-0.277,-0.333,Q9VJD4,2,Q9VJD4,LD24721p,FBgn0032640,Sgt,0,0,0,0,0
-0.3155,0.746,-0.3365,0.331,0.477,-0.012,0.637,0.1405,-0.695,-0.054,-0.278,-0.469,Q7K0D8,2,Q7K0D8,CG2158,FBgn0033264,Nup50,0,1,0,1,0
-0.1735,-0.365,-0.5225,-0.148,-0.155,-0.392,-0.268,0.1085,-0.171,-0.371,-0.281,-0.191,Q9W3N1,6,Q9W3N1,CG1444,FBgn0029975,spidey,0,1,0,0,0
-0.1865,-0.213,-0.0985,-0.244,-0.237,-0.384,-0.079,0.0055,-0.055,-0.405,-0.282,-0.424,B7Z0I8,8,B7Z0I8|Q058V7|Q5BIH2|Q8SXM6,CG42232,FBgn0250754,CG42232,0,0,0,0,0
-0.5735,-0.367,-0.4975,-0.481,-0.126,-0.441,-0.018,-0.2715,-0.467,0.007,-0.282,-0.109,Q9NGC3,2,Q9NGC3|Q9NGC3-2|Q9NGC3-3|Q6IDF7,Centaurin-gamma-1A,FBgn0028509,CenG1A,0,1,0,0,0
-0.2075,-0.396,-0.4755,-0.214,-0.137,-0.409,-0.383,-0.0315,-0.067,-0.018,-0.283,0.045,Q9VSU6,6,Q9VSU6,Dihydropteridine reductase,FBgn0035964,Dhpr,0,0,0,0,0
-0.2695,-0.485,-0.5705,-0.222,0.259,-0.541,-0.011,0.0085,-0.575,0.182,-0.283,-0.039,Q9VLS4,2,Q9VLS4,CG8498,FBgn0031992,CG8498,0,0,0,0,0
-0.3805,-0.341,-0.5465,-0.238,-0.12,-0.469,-0.237,-0.1005,-0.37,-0.17,-0.284,-0.136,D3DML3,8,D3DML3|Q9VLT9|Q86M30,MIP15828p,FBgn0044323,Cka,0,0,1,1,0
-0.4215,-0.413,-0.0875,-0.785,-0.851,-0.036,-0.487,-0.1205,0.406,-0.799,-0.284,-0.039,D0IQH2,2,D0IQH2|Q9VA73|Q9VA73-2|Q9VA73-3,GH21613p (Fragment),FBgn0028646,aralar1,0,1,0,0,1
-0.0395,-0.273,-0.1675,-0.358,-0.29,-0.361,-0.109,-0.0085,-0.304,-0.038,-0.286,0.005,Q8MSV2-4,4,Q8MSV2-4|Q8MSV2-3|Q8MSV2-2|Q8MSV2,Isoform E of Protein alan shepard,FBgn0052423,shep,0,0,0,0,0
-0.1525,-0.135,-0.3125,-0.084,0.05,-0.466,-0.07,0.0755,-0.454,-0.031,-0.286,0.028,C1C3F8,12,C1C3F8|Q9W414|Q8SZ19|Q9U7A2|Q9VTQ9,LP16188p (Fragment),FBgn0028685,Rpt4,0,0,1,0,0
-0.1925,-0.399,-0.2725,-0.182,0.147,-0.392,0.075,0.1255,-0.497,-0.21,-0.286,0.007,Q9VPE2,6,Q9VPE2|Q86NN5|Q059D4,CG6020,FBgn0037001,ND-39,0,0,0,0,1
0.0435,-0.1,-0.2495,-0.014,0.282,-0.314,0.165,0.1555,-0.281,-0.13,-0.287,-0.16,Q9VTF9,6,Q9VTF9,Ubiquitin fusion degradation protein 1 homolog,FBgn0036136,Ufd1-like,0,0,0,0,0
-0.3195,-0.225,-0.3435,-0.103,-0.106,-0.389,-0.17,-0.0075,-0.268,-0.078,-0.287,-0.013,Q6NP42,8,Q6NP42|Q94511|Q8MM97,RE66734p (Fragment),FBgn0017566,ND-75,0,1,0,0,0
-0.4015,-0.004,-0.3675,-0.144,-0.011,-0.253,0.146,-0.0505,-0.347,-0.043,-0.287,-0.183,Q9VVA7,6,Q9VVA7,Tumor suppressor protein 101,FBgn0036666,TSG101,0,0,0,0,0
-0.5615,-0.059,0.3515,-1.003,-0.428,0.313,0.147,-0.3225,-0.33,-0.062,-0.287,0.175,Q9VDY5,3,Q9VDY5|E1JIP9|Q06AJ1|Q6NKM8|E1JIQ0,"Unc79, isoform C",FBgn0038693,unc79,0,0,0,0,0
-0.2755,-0.189,-0.2875,-0.136,0.074,-0.526,0.028,-0.0205,-0.429,-0.042,-0.288,-0.096,Q9V3H2,6,Q9V3H2,26S proteasome non-ATPase regulatory subunit 14,FBgn0028694,Rpn11,0,0,0,0,0
-0.2845,-0.247,-0.2905,-0.369,-0.195,-0.242,-0.091,-0.0695,-0.32,-0.016,-0.288,-0.089,Q960M4,7,Q960M4,LD45324p,FBgn0038570,Prx5,0,0,0,1,1
0.3145,0.047,0.1095,0.246,0.337,-0.266,0.088,0.2805,-0.346,-0.087,-0.289,-0.04,Q9W237,11,Q9W237,40S ribosomal protein S16,FBgn0034743,RpS16,0,1,0,0,0
-0.2655,-0.272,-0.4005,-0.188,-0.146,-0.391,-0.289,0.0365,0.021,-0.32,-0.289,-0.233,Q7KUA4,9,Q7KUA4|Q7KJV6|Q9VSD9,LD22577p,FBgn0029113,Uba2,0,0,1,1,0
-0.6105,-0.463,-0.6535,-0.434,-0.495,-0.525,-0.428,-0.1965,-0.142,-0.551,-0.289,-0.484,Q9VUM1,3,Q9VUM1,CG6876,FBgn0036487,Prp31,0,0,0,0,0
0.4825,0.128,0.0595,0.32,0.625,-0.05,0.233,0.4315,-0.691,0.322,-0.29,-0.062,O44437,2,O44437,Small nuclear ribonucleoprotein Sm D3,FBgn0023167,SmD3,0,0,0,1,0
-0.1135,-0.188,0.0815,-0.282,-0.693,-0.12,-0.5,-0.0295,0.333,-0.683,-0.29,-0.353,Q9W1N4,4,Q9W1N4,HL01517p,FBgn0034876,wmd,0,0,0,0,0
-0.4065,-0.227,-0.3635,-0.162,-0.15,-0.362,-0.155,-0.0275,-0.185,-0.054,-0.29,0.108,Q9VXQ5,17,Q9VXQ5,GH13725p,FBgn0027329,CCT6,0,0,1,0,0
-0.4195,-0.155,-0.3255,-0.368,-0.032,-0.32,0.187,-0.1425,-0.417,-0.259,-0.29,-0.29,Q7KTW5,5,Q7KTW5,CG9391,FBgn0037063,CG9391,0,0,1,0,0
0.3645,-0.163,0.2545,-0.091,-0.355,-0.118,-0.434,0.2475,0.271,-0.742,-0.291,-0.11,Q05856,3,Q05856,Small nuclear ribonucleoprotein-associated protein B,FBgn0262601,SmB,0,0,0,1,0
-0.0565,-0.221,0.0285,-0.135,0.031,-0.265,0.036,-0.0375,-0.346,0.042,-0.293,0.027,Q9VTN9,6,Q9VTN9|Q8SXK3,CG10361,FBgn0036208,CG10361,0,0,0,0,1
-0.2455,0.03,-0.2965,-0.028,-0.143,-0.27,-0.155,-0.1175,-0.228,0.142,-0.293,0.023,Q9VZJ3,4,Q9VZJ3,GH01794p,FBgn0263832,Rcd5,0,0,0,1,0
0.5155,-0.051,0.1865,0.459,0.583,-0.068,0.095,0.6245,-0.156,-0.142,-0.294,0.063,P48149,5,P48149|Q7KR04,40S ribosomal protein S15Aa,FBgn0010198,RpS15Aa,0,0,0,0,0
-0.5955,-0.263,-0.5345,-0.3,-0.234,-0.366,-0.062,-0.1115,-0.534,-0.301,-0.294,-0.098,C9QP52,12,C9QP52|Q8IQV1|Q7KUT8|Q9VW48|Q961A8,RE15281p (Fragment),FBgn0020389,Papss,0,0,0,0,0
0.0525,-0.299,-0.2775,-0.036,0.268,-0.138,-0.086,0.4645,-0.262,-0.008,-0.296,0.083,P48375,3,P48375,12 kDa FK506-binding protein,FBgn0013954,Fkbp12,1,1,1,0,0
-0.1055,-0.563,-0.3305,-0.443,0.277,-0.308,0.117,0.0695,-0.398,-0.48,-0.296,-0.625,Q8IPF5,7,Q8IPF5|Q86BM5|Q9VLL3|Q9U7E6|Q9U7E7|Q8SY32,"A kinase anchor protein 200, isoform B",FBgn0027932,Akap200,1,1,1,0,0
-0.3345,-0.256,-0.3495,-0.371,-0.306,-0.315,-0.367,-0.0375,0.142,-0.343,-0.298,-0.066,Q9VRY4,3,Q9VRY4|Q8MR14,"CG10107, isoform A",FBgn0035713,velo,1,1,0,1,0
-0.3555,-0.382,-0.2985,-0.38,-0.238,-0.421,-0.263,-0.0165,-0.29,0.077,-0.298,-0.105,Q86P21,11,Q86P21,RE22018p,FBgn0051721,Trim9,0,0,0,0,0
-0.2695,-0.492,-0.3445,-0.421,-0.241,-0.357,-0.241,-0.1565,-0.16,-0.264,-0.299,-0.26,P17336,10,P17336,Catalase,FBgn0000261,Cat,0,0,0,0,1
-0.5875,0.028,-0.5085,-0.046,0.12,-0.228,0.086,-0.0835,-0.438,-0.349,-0.299,-0.338,Q7K1C3,2,Q7K1C3,CG6984,FBgn0034191,CG6984,0,0,0,0,0
0.2275,-0.293,0.0315,0.22,0.693,-0.212,0.527,0.3685,-0.493,0.037,-0.3,-0.198,Q960C0,2,Q960C0|Q9VJZ1,SD08104p,FBgn0032514,CG9302,0,0,0,0,0
-0.2455,-0.135,-0.0385,0.021,-0.186,-0.206,-0.028,-0.1165,-0.24,-0.131,-0.3,-0.107,A8DY95,6,A8DY95|A1Z8A7|Q8T008,"CG11883, isoform C",FBgn0033538,CG11883,0,0,0,0,0
-0.5235,-0.09,-0.2835,-0.387,-0.418,-0.323,-0.205,-0.2215,-0.055,-0.287,-0.3,-0.111,A8DY79,11,A8DY79|A1Z7V1|Q25B55|A2RVE0|A1Z7V2|Q1EC18|Q8MRS3,"Bruchpilot, isoform G",FBgn0259246,brp,0,0,0,0,0
0.2935,-0.388,-0.1215,0.002,0.383,-0.264,-0.074,0.3895,-0.081,-0.348,-0.301,-0.149,Q9XYN7,7,Q9XYN7,Proteasome subunit beta type-3,FBgn0026380,Prosbeta3,0,0,1,1,0
0.0585,-0.119,-0.1915,0.161,0.09,-0.214,-0.03,0.1455,-0.289,-0.114,-0.301,-0.151,D3DMH8,23,D3DMH8|Q02748|C8VV33|Q9VHS8|Q8SXH3,RE22480p,FBgn0001942,eIF4A,0,0,0,0,0
-0.1845,-0.13,-0.2885,0.031,0.041,-0.312,-0.092,0.0045,-0.295,-0.113,-0.301,-0.143,Q9VL70,24,Q9VL70|Q9NIU5,HL08109p,FBgn0040064,yip2,0,0,0,0,1
-0.2785,0.193,0.0475,-0.172,-0.156,-0.099,0.201,-0.1595,-0.345,-0.358,-0.301,-0.332,Q9W0L9,2,Q9W0L9,Dpr20,FBgn0035170,dpr20,1,1,0,0,0
-0.0705,-0.123,-0.0365,-0.15,0.044,-0.171,0.006,-0.1865,-0.633,0.153,-0.302,-0.16,Q9NBK5,5,Q9NBK5|Q9NBK5-2|Q9NBK5-4|Q9NBK5-3,Serine/threonine-protein kinase tricorner,FBgn0003744,trc,0,0,1,1,0
-0.3615,-0.165,-0.1795,-0.225,-0.06,-0.215,0.04,-0.0405,-0.384,-0.013,-0.302,0.016,Q9VG73,4,Q9VG73,Interleukin enhancer-binding factor 2 homolog,FBgn0038046,CG5641,0,0,0,1,0
0.0815,-0.11,-0.1075,0.176,0.309,-0.228,0.013,0.3035,-0.39,-0.082,-0.304,-0.171,O01666,21,O01666,"ATP synthase subunit gamma, mitochondrial",FBgn0020235,ATPsyngamma,0,1,0,0,1
-0.2405,0.001,-0.2605,0.004,0.04,-0.256,0.07,-0.0365,-0.367,-0.045,-0.304,-0.034,P35381,45,P35381,"ATP synthase subunit alpha, mitochondrial",FBgn0011211,blw,0,1,0,0,1
-0.4685,-0.605,-0.5305,-0.612,-0.29,-0.551,-0.388,-0.2095,-0.085,-0.763,-0.304,-0.653,Q9VZZ6,2,Q9VZZ6,CG16985,FBgn0035355,CG16985,0,0,1,0,1
0.0535,-0.181,-0.0895,-0.034,0.2,-0.259,0.046,0.1465,-0.302,-0.383,-0.305,-0.397,I0DHK9,3,I0DHK9|Q8I935|Q8IGR6|Q8I0D5|Q9VRR4|D3DMM9|Q8IHC4|Q8I934,FI20113p1 (Fragment),FBgn0053523,CG33523,0,1,0,0,0
-0.1635,-0.197,-0.4165,0.018,0.221,-0.331,-0.001,0.2125,-0.554,-0.14,-0.305,-0.21,Q9VYY3,4,Q9VYY3,Ubiquitin-like modifier-activating enzyme 5,FBgn0030305,Uba5,0,0,1,0,0
-0.3135,-0.092,-0.2555,-0.093,0.087,-0.27,0.051,0.0275,-0.45,-0.047,-0.305,-0.059,O18335,6,O18335|B8A3X3|Q8IGH2,Drab11,FBgn0015790,Rab11,1,1,1,0,0
-0.4935,-0.089,-0.1365,-0.417,-0.28,-0.218,-0.065,-0.3115,-0.187,-0.324,-0.306,-0.246,H5V864,3,H5V864|D1Z359|D3DMW9|Q9W003|Q8MSU5,FI18374p1,FBgn0010905,Spn,0,0,0,0,0
-0.0905,-0.056,-0.2455,-0.027,0.022,-0.293,-0.052,0.1435,-0.287,-0.099,-0.307,-0.081,A1ZAX1,27,A1ZAX1,Eukaryotic translation initiation factor 3 subunit C,FBgn0034258,eIF3c,0,0,1,0,1
0.3095,-0.11,0.2265,0.08,-0.001,-0.294,0.024,0.1185,-0.037,-0.615,-0.308,-0.417,Q9VPL0,9,Q9VPL0|Q9VPK9,"CG3436, isoform A",FBgn0031229,CG3436,0,0,0,0,0
0.1715,-0.096,-0.1005,0.324,0.287,-0.373,0.137,0.1625,-0.51,-0.125,-0.309,-0.311,Q24246,4,Q24246|Q24246-12|Q24246-7|E8NH86|Q24246-5|Q24246-6|Q24246-8|Q24246-9|Q24246-2|Q24246-3|Q24246-4|Q24246-10|E6PBX8|B5RJJ8|Q7KWG3|Q8IRZ3|Q5BHW5|D5SHQ4|Q9W5W4|O96509|F0JAG7|Q8MSA9,Cytoplasmic dynein 1 intermediate chain,FBgn0003654,sw,0,1,1,1,0
-0.2615,-0.231,-0.1245,-0.488,-0.324,-0.276,-0.041,-0.0245,-0.075,-0.413,-0.309,-0.399,Q9VB22,3,Q9VB22|Q9NH88|Q9NFR7,LD33695p,FBgn0040080,pins,0,0,0,0,0
-0.3155,-0.148,-0.3715,-0.078,0.015,-0.321,-0.019,-0.0755,-0.339,0.086,-0.309,0.08,P38979-2,11,P38979-2|P38979|C6SV50,Isoform A of 40S ribosomal protein SA,FBgn0003517,sta,0,1,1,1,0
-0.4305,-0.277,-0.3585,-0.283,-0.167,-0.308,-0.357,-0.0005,-0.145,-0.215,-0.309,0.074,Q24324,4,Q24324,Dual specificity mitogen-activated protein kinase kinase dSOR1,FBgn0010269,Dsor1,0,0,1,0,0
-0.6345,-0.392,-0.6505,-0.428,-0.037,-0.471,-0.028,-0.0725,-0.524,-0.268,-0.309,-0.352,Q9V3T8,6,Q9V3T8|C1C547,LD32469p,FBgn0265298,SC35,0,0,0,1,0
-1.0325,-0.255,-1.0295,-0.262,-0.345,-0.205,-0.249,-0.0935,-0.224,-0.035,-0.309,0.023,O96827,3,O96827,Probable elongation factor 1-beta,FBgn0028737,eEF1beta,0,0,0,0,0
-0.2375,-0.34,-0.5825,-0.229,0.032,-0.442,-0.213,0.1335,-0.157,-0.187,-0.31,-0.096,Q9V6U9,3,Q9V6U9|Q58CJ2,"Probable trans-2-enoyl-CoA reductase, mitochondrial",FBgn0033883,CG16935,0,0,0,0,1
-0.2395,-0.412,-0.5125,-0.191,0.121,-0.476,-0.073,0.0795,-0.458,-0.037,-0.312,-0.211,Q9VN93,3,Q9VN93|Q9VN93-2,Putative cysteine proteinase CG12163,FBgn0260462,CG12163,0,0,0,0,0
-0.2645,-0.713,-0.3115,-0.755,-0.154,-0.344,-0.207,-0.1005,-0.268,-0.516,-0.312,-0.414,Q9VYV3,10,Q9VYV3,CG1837,FBgn0030329,prtp,0,0,0,0,0
-0.1235,0.091,0.0035,-0.151,0.051,-0.204,0.127,-0.0345,-0.439,-0.042,-0.313,-0.086,Q9V7W9,5,Q9V7W9,Nuclear inhibitor of protein phosphatase 1,FBgn0026402,NiPp1,0,0,0,0,0
0.2255,0.005,0.0775,0.291,0.41,-0.179,0.066,0.3545,-0.209,-0.081,-0.314,-0.086,P48159,9,P48159|A8E792,60S ribosomal protein L23,FBgn0010078,RpL23,0,1,0,0,0
-0.0175,-0.137,-0.0705,-0.29,-0.15,-0.064,0.016,0.1285,-0.009,-0.143,-0.314,0.069,P25171,9,P25171,Regulator of chromosome condensation,FBgn0002638,Rcc1,0,0,1,1,0
-0.3435,-0.313,-0.2465,-0.211,-0.158,-0.202,0.043,0.1175,-0.375,-0.261,-0.314,-0.062,Q9VE69,2,Q9VE69|Q8MQJ5,"CG31122, isoform A",FBgn0051122,CG31122,0,0,0,0,0
-0.1085,-0.307,-0.2375,-0.055,0.156,-0.39,-0.046,0.2545,-0.149,0.084,-0.315,0.031,Q7JR58,5,Q7JR58,"CG6543, isoform A",FBgn0033879,Echs1,0,0,0,0,1
-0.1105,-0.258,-0.3915,0.006,0.231,-0.366,-0.009,0.2455,-0.268,-0.101,-0.315,-0.075,P14130,12,P14130,40S ribosomal protein S14,FBgn0004403,RpS14a,0,0,0,0,0
-0.3245,-0.14,-0.4175,-0.02,-0.025,-0.249,-0.163,0.1245,-0.202,-0.092,-0.315,0.04,P11147,52,P11147|P29844|F6J5W4|Q8IH88|F3YDH5|P29843|O97125|Q8I0E9|Q9VG58|Q8INI8|C7LA76|P82910|F3YDI6|P11146|Q7JQR9|Q95NM1,Heat shock 70 kDa protein cognate 4,FBgn0266599,Hsc70-4,0,1,1,1,1
0.0785,0.259,-0.0045,0.435,0.163,-0.464,-0.013,0.0015,-0.551,0.279,-0.317,0.074,P05661-22,30,P05661-22|P05661-17|P05661-16|P05661-21|P05661-3|P05661-19|E1JHJ4|P05661-11|P05661-4|B8A423|P05661-2|E1JHJ5|P05661-25|P05661-26|P05661-24|P05661-18|P05661-23|P05661-20|P05661-14|P05661-7|P05661-9|P05661-5|P05661-12|P05661|P05661-8|P05661-6|P05661-10|P05661-13|P05661-15|Q26433|Q24411|Q24410,"Isoform I of Myosin heavy chain, muscle",FBgn0264695,Mhc,0,0,1,0,0
-0.1975,-0.066,0.1615,-0.043,0.054,-0.187,0.024,0.1675,-0.251,-0.29,-0.318,-0.133,Q86BP1,4,Q86BP1|Q960K8,"CG5044, isoform B",FBgn0038326,CG5044,0,0,0,0,1
-0.6485,-0.429,-0.6035,-0.277,-0.38,-0.494,-0.141,-0.1965,-0.236,-0.019,-0.318,-0.033,Q8IPX7,3,Q8IPX7,RE44908p,FBgn0260648,Rrp40,0,0,1,0,0
-0.4375,-0.149,-0.3525,-0.272,-0.42,-0.351,-0.304,-0.1515,-0.092,-0.377,-0.32,-0.078,Q9VIV2,2,Q9VIV2|B1NLF3|B1NLF4,LD45403p,FBgn0002044,swm,0,0,0,1,0
0.0025,-0.065,-0.2615,0.055,0.203,-0.372,0.163,0.0795,-0.461,0.024,-0.321,-0.005,P26308,16,P26308,Guanine nucleotide-binding protein subunit beta-1,FBgn0001105,Gbeta13F,1,1,0,0,0
-0.2025,-0.304,-0.2185,-0.125,0.112,-0.373,0.043,0.0745,-0.413,0.036,-0.321,-0.074,A1Z9E3,21,A1Z9E3|Q86NS6|Q95TV3,Elongation factor Tu,FBgn0024556,mEFTu1,0,0,0,0,1
-0.4065,0.008,-0.2895,-0.413,-0.436,-0.462,0.156,-0.1625,-0.201,-0.739,-0.321,-0.461,B9EQP8,4,B9EQP8|O96433|O96433-2|Q8T4C8,AT19807p,FBgn0025455,CycT,0,0,0,0,0
-0.7025,-0.191,-0.8175,-0.115,-0.104,-0.579,-0.187,-0.1795,-0.437,-0.277,-0.321,-0.323,B7YZY1,2,B7YZY1|B7YZY2|Q9VIF9|B7YZY3|Q9NGZ4|Q8MQP4,Sodium/hydrogen exchanger,FBgn0040297,Nhe2,0,1,0,0,0
-0.1275,-0.159,-0.2775,0.044,0.151,-0.257,-0.147,0.2365,-0.221,-0.175,-0.322,-0.119,Q9V3G1,17,Q9V3G1|Q4V4W5,60S ribosomal protein L8,FBgn0261602,RpL8,0,1,1,0,0
-0.2375,-0.214,-0.4065,0.051,0.362,-0.313,0.192,0.2185,-0.578,-0.046,-0.322,-0.189,C6SV44,8,C6SV44|Q95029|Q95029-2,RE21773p (Fragment),FBgn0013770,Cp1,0,0,0,0,0
-0.4595,-0.724,-0.5215,-0.806,-1.197,-0.626,-1.13,-0.3045,0.02,-0.287,-0.322,-0.151,G7H815,4,G7H815|Q9VR99|Q8MRC3|F6J8P8|F6J8L1,LP09118p1 (Fragment),FBgn0031114,cactin,0,0,0,0,0
-0.1965,-0.151,-0.3895,-0.109,0.075,-0.423,-0.02,-0.0125,-0.37,-0.005,-0.323,-0.075,Q9VEB1,20,Q9VEB1,CG7998,FBgn0262559,Mdh2,0,0,0,0,1
-0.2765,-0.208,-0.1405,-0.16,-0.059,-0.437,-0.115,-0.0145,-0.047,-0.205,-0.323,-0.175,P05031,4,P05031|P05031-3|P05031-2|G3E6P6,Aromatic-L-amino-acid decarboxylase,FBgn0000422,Ddc,0,0,0,0,0
-0.5855,-0.238,-0.6215,-0.24,-0.198,-0.481,-0.223,-0.2915,-0.303,-0.234,-0.324,-0.143,Q9VVR1,2,Q9VVR1,Ubiquitin carboxyl-terminal hydrolase nonstop,FBgn0013717,not,0,0,0,1,0
0.0205,-0.22,0.0515,-0.149,0.256,-0.156,0.043,0.2915,0.032,-0.302,-0.325,0.138,Q9VS34,8,Q9VS34,60S ribosomal protein L18,FBgn0035753,RpL18,0,1,1,0,0
-0.1595,-0.266,-0.2075,-0.14,-0.046,-0.364,-0.135,-0.0435,-0.141,0.148,-0.325,0.148,O96299,7,O96299|O97479|Q960H1,LD47736p,FBgn0022359,Sodh-2,0,0,0,0,0
-0.2225,-0.053,-0.3315,0.078,0.241,-0.259,0.101,0.1765,-0.338,-0.023,-0.326,-0.227,Q9V3J8,5,Q9V3J8,Protein will die slowly,FBgn0040066,wds,0,0,0,1,0
-0.3305,-0.223,-0.3615,-0.179,-0.085,-0.437,0.13,-0.1145,-0.449,-0.108,-0.326,-0.241,Q8T4F7-1,9,Q8T4F7-1|Q8T4F7|Q8T4F7-3|Q8T4F7-2,Isoform 1 of Protein enabled,FBgn0000578,ena,0,0,1,0,0
-0.3315,-0.173,-0.4095,-0.28,0.096,-0.441,0.004,-0.0115,-0.485,-0.06,-0.326,-0.321,Q9VYG2,6,Q9VYG2|O76490,Brahma associated protein 60kD,FBgn0025463,Bap60,0,0,0,1,0
-0.3635,-0.349,-0.3635,-0.32,-0.219,-0.373,-0.148,-0.1135,-0.162,-0.39,-0.326,-0.279,Q9VV60,2,Q9VV60,LD21116p,FBgn0027080,TyrRS,0,0,1,0,0
-0.3635,-0.324,-0.3945,-0.306,0.006,-0.419,0.051,-0.1045,-0.431,-0.164,-0.326,-0.334,A8DYI6,5,A8DYI6|A8DYI7|Q0E924,"Lethal (2) 03709, isoform E",FBgn0010551,Phb2,0,1,0,0,1
0.0175,-0.101,-0.4915,0.37,0.312,-0.11,-0.165,0.2905,-0.455,-0.168,-0.327,-0.16,Q9W5W6,3,Q9W5W6,CG9578,FBgn0031094,CG9578,0,0,1,0,0
-0.2075,-0.243,-0.3505,-0.157,0.134,-0.244,0.212,0.0965,-0.604,0.284,-0.327,0.065,Q08473,12,Q08473|Q08473-2|Q08473-3|Q08473-4,RNA-binding protein squid,FBgn0263396,sqd,0,0,1,1,0
0.1965,-0.215,-0.1415,0.077,0.233,-0.418,-0.012,0.1965,-0.343,-0.307,-0.33,-0.205,C8VV58,26,C8VV58|P20478|P20478-3|P20478-2,Glutamine synthetase (Fragment),FBgn0001145,Gs2,0,0,0,0,0
-0.2245,-0.172,-0.3265,-0.108,0.025,-0.422,0.049,-0.0275,-0.457,-0.066,-0.33,-0.07,Q95SI7,9,Q95SI7,CG6028,FBgn0038924,CG6028,0,0,0,0,0
-0.2915,-0.09,-0.4045,0.034,0.124,-0.384,-0.067,0.1295,-0.43,-0.292,-0.33,-0.281,P91632,7,P91632|Q95SZ9|A4IJ59|Q0E8A7,"Mushroom-body expressed, isoform A",FBgn0262737,mub,0,0,0,1,0
0.1335,-0.367,-0.1665,-0.104,0.307,-0.295,0.104,0.2815,-0.363,-0.27,-0.331,-0.206,Q9VW68,19,Q9VW68|Q8MYV0,"CG7433, isoform A",FBgn0036927,Gabat,0,0,0,0,1
0.1125,-0.084,-0.2825,0.333,0.33,-0.295,0.004,0.3885,-0.28,-0.069,-0.331,0.008,P06603,27,P06603|P06605|K7X561|K7WKV0|K7WKV5|K7WQ56|K7WQ63|K7WSB1|K7XI11|K7XI17|K7WSB4|P06604|P06606|Q6NP92,Tubulin alpha-1 chain,FBgn0003884,alphaTub84B,0,0,1,1,0
-0.3045,-0.059,-0.3545,-0.259,-0.209,-0.679,0.069,-0.3815,-0.22,-0.017,-0.331,-0.019,Q9VJ43,5,Q9VJ43|Q24506|Q24507|Q9VJ44,LD10783p,FBgn0015808,ScpX,0,0,1,0,1
-0.3075,-0.071,-0.3595,-0.063,0.02,-0.332,0.052,-0.0375,-0.25,-0.084,-0.331,-0.129,Q9VW59,11,Q9VW59,LD16419p,FBgn0036921,RhoGDI,0,0,0,0,0
-0.3155,-0.168,-0.1135,0,-0.164,-0.184,-0.375,-0.1685,-0.381,0.195,-0.331,0.215,Q9VWG2,2,Q9VWG2|Q8MS11,CG14220,FBgn0031036,CG14220,0,0,0,0,0
-0.4095,-0.242,-0.3015,-0.187,0.084,-0.152,0.145,0.0925,-0.34,0.048,-0.334,0.015,Q8SWU7,7,Q8SWU7|C9QP30|Q8SWU7-2,GTP-binding protein CG1354,FBgn0030151,CG1354,0,0,1,0,0
-0.1585,-0.447,-0.3065,-0.269,-0.04,-0.311,-0.154,0.1465,-0.388,-0.21,-0.335,0.007,Q9VWH4,10,Q9VWH4|Q9VWH4-2,"Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",FBgn0027291,l(1)G0156,0,0,0,0,1
-0.2745,-0.371,-0.3735,-0.206,0.167,-0.262,-0.137,0.1035,-0.307,-0.024,-0.336,-0.14,B7YZQ7,12,B7YZQ7|I0DHK6|O77460|B9EQY3,"Nucleosome remodeling factor-38kD, isoform B",FBgn0016687,Nurf-38,0,0,1,0,0
-0.4595,-0.174,-0.5035,-0.172,-0.284,-0.421,-0.039,0.1155,-0.322,0.004,-0.338,0.04,Q9VML2,9,Q9VML2|Q8MRY5,Blue cheese,FBgn0043362,bchs,0,0,1,0,0
-0.1085,0.023,-0.2645,0.256,0.225,-0.308,0.048,0.1135,-0.352,0.088,-0.339,-0.013,Q9VBA0,4,Q9VBA0|Q8IMQ8,"CG6330, isoform A",FBgn0039464,CG6330,0,0,1,0,0
-0.4335,-0.235,-0.6955,-0.011,0.226,-0.219,0.004,0.1555,-0.185,-0.037,-0.339,0.104,B7FNQ9,3,B7FNQ9|Q9VW22|Q95TM6,RE63961p,FBgn0260655,l(3)76BDm,0,0,0,0,0
-0.5725,-0.204,-0.4605,-0.358,-0.223,-0.457,-0.15,-0.1895,-0.403,-0.163,-0.339,-0.16,Q7KW14,21,Q7KW14|C7LAF2|Q7KW14-2,Coiled-coil domain-containing protein CG32809,FBgn0023531,CG32809,0,0,0,0,0
-0.0045,-0.153,-0.3665,0.253,0.478,-0.404,0.099,0.3675,-0.5,-0.084,-0.34,-0.089,O18640,20,O18640,Guanine nucleotide-binding protein subunit beta-like protein,FBgn0020618,Rack1,0,0,1,0,0
-0.4015,-0.142,-0.6085,-0.108,-0.019,-0.653,-0.196,-0.1485,-0.502,0.176,-0.34,0.302,B7YZL3,3,B7YZL3|Q95TV9|Q0E919|B7YZL1|B7YZL8|B7YZL5|Q7YTZ4|B7YZL7|B7YZL6|A1ZBH5|B7YZL2,"CG10737, isoform T",FBgn0034420,CG10737,0,1,0,0,0
